Date & Time,Flow (cfs),Location,Year
7/29/2019,1570,"Rio Grande Below Cochiti Dam, NM",2019
7/30/2019,1630,"Rio Grande Below Cochiti Dam, NM",2019
7/31/2019,1500,"Rio Grande Below Cochiti Dam, NM",2019
8/1/2019,1290,"Rio Grande Below Cochiti Dam, NM",2019
8/2/2019,1230,"Rio Grande Below Cochiti Dam, NM",2019
8/3/2019,1080,"Rio Grande Below Cochiti Dam, NM",2019
8/4/2019,1000,"Rio Grande Below Cochiti Dam, NM",2019
8/5/2019,1000,"Rio Grande Below Cochiti Dam, NM",2019
8/6/2019,1100,"Rio Grande Below Cochiti Dam, NM",2019
8/7/2019,1150,"Rio Grande Below Cochiti Dam, NM",2019
8/8/2019,1140,"Rio Grande Below Cochiti Dam, NM",2019
8/9/2019,1240,"Rio Grande Below Cochiti Dam, NM",2019
8/10/2019,1330,"Rio Grande Below Cochiti Dam, NM",2019
8/11/2019,1470,"Rio Grande Below Cochiti Dam, NM",2019
8/12/2019,1750,"Rio Grande Below Cochiti Dam, NM",2019
8/13/2019,1870,"Rio Grande Below Cochiti Dam, NM",2019
8/14/2019,1770,"Rio Grande Below Cochiti Dam, NM",2019
8/15/2019,1580,"Rio Grande Below Cochiti Dam, NM",2019
8/16/2019,1430,"Rio Grande Below Cochiti Dam, NM",2019
8/17/2019,1380,"Rio Grande Below Cochiti Dam, NM",2019
8/18/2019,1270,"Rio Grande Below Cochiti Dam, NM",2019
8/19/2019,1160,"Rio Grande Below Cochiti Dam, NM",2019
8/20/2019,1040,"Rio Grande Below Cochiti Dam, NM",2019
8/21/2019,975,"Rio Grande Below Cochiti Dam, NM",2019
8/22/2019,864,"Rio Grande Below Cochiti Dam, NM",2019
8/23/2019,810,"Rio Grande Below Cochiti Dam, NM",2019
8/24/2019,807,"Rio Grande Below Cochiti Dam, NM",2019
8/25/2019,805,"Rio Grande Below Cochiti Dam, NM",2019
8/26/2019,805,"Rio Grande Below Cochiti Dam, NM",2019
8/27/2019,830,"Rio Grande Below Cochiti Dam, NM",2019
8/28/2019,852,"Rio Grande Below Cochiti Dam, NM",2019
8/29/2019,848,"Rio Grande Below Cochiti Dam, NM",2019
8/30/2019,879,"Rio Grande Below Cochiti Dam, NM",2019
8/31/2019,900,"Rio Grande Below Cochiti Dam, NM",2019
9/1/2019,901,"Rio Grande Below Cochiti Dam, NM",2019
9/2/2019,901,"Rio Grande Below Cochiti Dam, NM",2019
9/3/2019,900,"Rio Grande Below Cochiti Dam, NM",2019
9/4/2019,869,"Rio Grande Below Cochiti Dam, NM",2019
9/5/2019,853,"Rio Grande Below Cochiti Dam, NM",2019
9/6/2019,832,"Rio Grande Below Cochiti Dam, NM",2019
9/7/2019,820,"Rio Grande Below Cochiti Dam, NM",2019
9/8/2019,823,"Rio Grande Below Cochiti Dam, NM",2019
9/9/2019,787,"Rio Grande Below Cochiti Dam, NM",2019
9/10/2019,772,"Rio Grande Below Cochiti Dam, NM",2019
9/11/2019,726,"Rio Grande Below Cochiti Dam, NM",2019
9/12/2019,692,"Rio Grande Below Cochiti Dam, NM",2019
9/13/2019,692,"Rio Grande Below Cochiti Dam, NM",2019
9/14/2019,691,"Rio Grande Below Cochiti Dam, NM",2019
9/15/2019,694,"Rio Grande Below Cochiti Dam, NM",2019
9/16/2019,668,"Rio Grande Below Cochiti Dam, NM",2019
9/17/2019,632,"Rio Grande Below Cochiti Dam, NM",2019
9/18/2019,631,"Rio Grande Below Cochiti Dam, NM",2019
9/19/2019,628,"Rio Grande Below Cochiti Dam, NM",2019
9/20/2019,627,"Rio Grande Below Cochiti Dam, NM",2019
9/21/2019,582,"Rio Grande Below Cochiti Dam, NM",2019
9/22/2019,556,"Rio Grande Below Cochiti Dam, NM",2019
9/23/2019,555,"Rio Grande Below Cochiti Dam, NM",2019
9/24/2019,557,"Rio Grande Below Cochiti Dam, NM",2019
9/25/2019,556,"Rio Grande Below Cochiti Dam, NM",2019
9/26/2019,555,"Rio Grande Below Cochiti Dam, NM",2019
9/27/2019,556,"Rio Grande Below Cochiti Dam, NM",2019
9/28/2019,555,"Rio Grande Below Cochiti Dam, NM",2019
9/29/2019,556,"Rio Grande Below Cochiti Dam, NM",2019
9/30/2019,555,"Rio Grande Below Cochiti Dam, NM",2019
10/1/2019,557,"Rio Grande Below Cochiti Dam, NM",2019
10/2/2019,548,"Rio Grande Below Cochiti Dam, NM",2019
10/3/2019,548,"Rio Grande Below Cochiti Dam, NM",2019
10/4/2019,560,"Rio Grande Below Cochiti Dam, NM",2019
10/5/2019,565,"Rio Grande Below Cochiti Dam, NM",2019
10/6/2019,565,"Rio Grande Below Cochiti Dam, NM",2019
10/7/2019,709,"Rio Grande Below Cochiti Dam, NM",2019
10/8/2019,851,"Rio Grande Below Cochiti Dam, NM",2019
10/9/2019,851,"Rio Grande Below Cochiti Dam, NM",2019
10/10/2019,849,"Rio Grande Below Cochiti Dam, NM",2019
10/11/2019,849,"Rio Grande Below Cochiti Dam, NM",2019
10/12/2019,851,"Rio Grande Below Cochiti Dam, NM",2019
10/13/2019,854,"Rio Grande Below Cochiti Dam, NM",2019
10/14/2019,854,"Rio Grande Below Cochiti Dam, NM",2019
10/15/2019,857,"Rio Grande Below Cochiti Dam, NM",2019
10/16/2019,858,"Rio Grande Below Cochiti Dam, NM",2019
10/17/2019,859,"Rio Grande Below Cochiti Dam, NM",2019
10/18/2019,859,"Rio Grande Below Cochiti Dam, NM",2019
10/19/2019,859,"Rio Grande Below Cochiti Dam, NM",2019
10/20/2019,859,"Rio Grande Below Cochiti Dam, NM",2019
10/21/2019,860,"Rio Grande Below Cochiti Dam, NM",2019
10/22/2019,860,"Rio Grande Below Cochiti Dam, NM",2019
10/23/2019,861,"Rio Grande Below Cochiti Dam, NM",2019
10/24/2019,864,"Rio Grande Below Cochiti Dam, NM",2019
10/25/2019,864,"Rio Grande Below Cochiti Dam, NM",2019
10/26/2019,864,"Rio Grande Below Cochiti Dam, NM",2019
10/27/2019,863,"Rio Grande Below Cochiti Dam, NM",2019
10/28/2019,877,"Rio Grande Below Cochiti Dam, NM",2019
10/29/2019,888,"Rio Grande Below Cochiti Dam, NM",2019
10/30/2019,896,"Rio Grande Below Cochiti Dam, NM",2019
10/31/2019,905,"Rio Grande Below Cochiti Dam, NM",2019
11/1/2019,904,"Rio Grande Below Cochiti Dam, NM",2019
11/2/2019,902,"Rio Grande Below Cochiti Dam, NM",2019
11/3/2019,904,"Rio Grande Below Cochiti Dam, NM",2019
11/4/2019,902,"Rio Grande Below Cochiti Dam, NM",2019
11/5/2019,874,"Rio Grande Below Cochiti Dam, NM",2019
11/6/2019,944,"Rio Grande Below Cochiti Dam, NM",2019
11/7/2019,895,"Rio Grande Below Cochiti Dam, NM",2019
11/8/2019,895,"Rio Grande Below Cochiti Dam, NM",2019
11/9/2019,896,"Rio Grande Below Cochiti Dam, NM",2019
11/10/2019,977,"Rio Grande Below Cochiti Dam, NM",2019
11/11/2019,1160,"Rio Grande Below Cochiti Dam, NM",2019
11/12/2019,1160,"Rio Grande Below Cochiti Dam, NM",2019
11/13/2019,1160,"Rio Grande Below Cochiti Dam, NM",2019
11/14/2019,1160,"Rio Grande Below Cochiti Dam, NM",2019
11/15/2019,1300,"Rio Grande Below Cochiti Dam, NM",2019
11/16/2019,1520,"Rio Grande Below Cochiti Dam, NM",2019
11/17/2019,1510,"Rio Grande Below Cochiti Dam, NM",2019
11/18/2019,1320,"Rio Grande Below Cochiti Dam, NM",2019
11/19/2019,1510,"Rio Grande Below Cochiti Dam, NM",2019
11/20/2019,1620,"Rio Grande Below Cochiti Dam, NM",2019
11/21/2019,1720,"Rio Grande Below Cochiti Dam, NM",2019
11/22/2019,1720,"Rio Grande Below Cochiti Dam, NM",2019
11/23/2019,1720,"Rio Grande Below Cochiti Dam, NM",2019
11/24/2019,1720,"Rio Grande Below Cochiti Dam, NM",2019
11/25/2019,1860,"Rio Grande Below Cochiti Dam, NM",2019
11/26/2019,1940,"Rio Grande Below Cochiti Dam, NM",2019
11/27/2019,1930,"Rio Grande Below Cochiti Dam, NM",2019
11/28/2019,1940,"Rio Grande Below Cochiti Dam, NM",2019
11/29/2019,1800,"Rio Grande Below Cochiti Dam, NM",2019
11/30/2019,1600,"Rio Grande Below Cochiti Dam, NM",2019
12/1/2019,1450,"Rio Grande Below Cochiti Dam, NM",2019
12/2/2019,1270,"Rio Grande Below Cochiti Dam, NM",2019
12/3/2019,1060,"Rio Grande Below Cochiti Dam, NM",2019
12/4/2019,960,"Rio Grande Below Cochiti Dam, NM",2019
12/5/2019,961,"Rio Grande Below Cochiti Dam, NM",2019
12/6/2019,1120,"Rio Grande Below Cochiti Dam, NM",2019
12/7/2019,1170,"Rio Grande Below Cochiti Dam, NM",2019
12/8/2019,1180,"Rio Grande Below Cochiti Dam, NM",2019
12/9/2019,1170,"Rio Grande Below Cochiti Dam, NM",2019
12/10/2019,1170,"Rio Grande Below Cochiti Dam, NM",2019
12/11/2019,1040,"Rio Grande Below Cochiti Dam, NM",2019
12/12/2019,793,"Rio Grande Below Cochiti Dam, NM",2019
12/13/2019,817,"Rio Grande Below Cochiti Dam, NM",2019
12/14/2019,860,"Rio Grande Below Cochiti Dam, NM",2019
12/15/2019,861,"Rio Grande Below Cochiti Dam, NM",2019
12/16/2019,861,"Rio Grande Below Cochiti Dam, NM",2019
12/17/2019,866,"Rio Grande Below Cochiti Dam, NM",2019
12/18/2019,867,"Rio Grande Below Cochiti Dam, NM",2019
12/19/2019,559,"Rio Grande Below Cochiti Dam, NM",2019
12/20/2019,337,"Rio Grande Below Cochiti Dam, NM",2019
12/21/2019,337,"Rio Grande Below Cochiti Dam, NM",2019
12/22/2019,337,"Rio Grande Below Cochiti Dam, NM",2019
12/23/2019,368,"Rio Grande Below Cochiti Dam, NM",2019
12/24/2019,403,"Rio Grande Below Cochiti Dam, NM",2019
12/25/2019,405,"Rio Grande Below Cochiti Dam, NM",2019
12/26/2019,406,"Rio Grande Below Cochiti Dam, NM",2019
12/27/2019,543,"Rio Grande Below Cochiti Dam, NM",2019
12/28/2019,630,"Rio Grande Below Cochiti Dam, NM",2019
12/29/2019,628,"Rio Grande Below Cochiti Dam, NM",2019
12/30/2019,754,"Rio Grande Below Cochiti Dam, NM",2019
12/31/2019,743,"Rio Grande Below Cochiti Dam, NM",2019
1/1/2020,675,"Rio Grande Below Cochiti Dam, NM",2020
1/2/2020,618,"Rio Grande Below Cochiti Dam, NM",2020
1/3/2020,550,"Rio Grande Below Cochiti Dam, NM",2020
1/4/2020,528,"Rio Grande Below Cochiti Dam, NM",2020
1/5/2020,527,"Rio Grande Below Cochiti Dam, NM",2020
1/6/2020,527,"Rio Grande Below Cochiti Dam, NM",2020
1/7/2020,528,"Rio Grande Below Cochiti Dam, NM",2020
1/8/2020,580,"Rio Grande Below Cochiti Dam, NM",2020
1/9/2020,616,"Rio Grande Below Cochiti Dam, NM",2020
1/10/2020,591,"Rio Grande Below Cochiti Dam, NM",2020
1/11/2020,577,"Rio Grande Below Cochiti Dam, NM",2020
1/12/2020,576,"Rio Grande Below Cochiti Dam, NM",2020
1/13/2020,576,"Rio Grande Below Cochiti Dam, NM",2020
1/14/2020,578,"Rio Grande Below Cochiti Dam, NM",2020
1/15/2020,577,"Rio Grande Below Cochiti Dam, NM",2020
1/16/2020,576,"Rio Grande Below Cochiti Dam, NM",2020
1/17/2020,579,"Rio Grande Below Cochiti Dam, NM",2020
1/18/2020,578,"Rio Grande Below Cochiti Dam, NM",2020
1/19/2020,578,"Rio Grande Below Cochiti Dam, NM",2020
1/20/2020,577,"Rio Grande Below Cochiti Dam, NM",2020
1/21/2020,455,"Rio Grande Below Cochiti Dam, NM",2020
1/22/2020,437,"Rio Grande Below Cochiti Dam, NM",2020
1/23/2020,704,"Rio Grande Below Cochiti Dam, NM",2020
1/24/2020,638,"Rio Grande Below Cochiti Dam, NM",2020
1/25/2020,583,"Rio Grande Below Cochiti Dam, NM",2020
1/26/2020,584,"Rio Grande Below Cochiti Dam, NM",2020
1/27/2020,585,"Rio Grande Below Cochiti Dam, NM",2020
1/28/2020,584,"Rio Grande Below Cochiti Dam, NM",2020
1/29/2020,584,"Rio Grande Below Cochiti Dam, NM",2020
1/30/2020,584,"Rio Grande Below Cochiti Dam, NM",2020
1/31/2020,583,"Rio Grande Below Cochiti Dam, NM",2020
2/1/2020,583,"Rio Grande Below Cochiti Dam, NM",2020
2/2/2020,582,"Rio Grande Below Cochiti Dam, NM",2020
2/3/2020,582,"Rio Grande Below Cochiti Dam, NM",2020
2/4/2020,583,"Rio Grande Below Cochiti Dam, NM",2020
2/5/2020,584,"Rio Grande Below Cochiti Dam, NM",2020
2/6/2020,582,"Rio Grande Below Cochiti Dam, NM",2020
2/7/2020,580,"Rio Grande Below Cochiti Dam, NM",2020
2/8/2020,579,"Rio Grande Below Cochiti Dam, NM",2020
2/9/2020,578,"Rio Grande Below Cochiti Dam, NM",2020
2/10/2020,579,"Rio Grande Below Cochiti Dam, NM",2020
2/11/2020,582,"Rio Grande Below Cochiti Dam, NM",2020
2/12/2020,584,"Rio Grande Below Cochiti Dam, NM",2020
2/13/2020,584,"Rio Grande Below Cochiti Dam, NM",2020
2/14/2020,583,"Rio Grande Below Cochiti Dam, NM",2020
2/15/2020,578,"Rio Grande Below Cochiti Dam, NM",2020
2/16/2020,576,"Rio Grande Below Cochiti Dam, NM",2020
2/17/2020,576,"Rio Grande Below Cochiti Dam, NM",2020
2/18/2020,579,"Rio Grande Below Cochiti Dam, NM",2020
2/19/2020,580,"Rio Grande Below Cochiti Dam, NM",2020
2/20/2020,578,"Rio Grande Below Cochiti Dam, NM",2020
2/21/2020,576,"Rio Grande Below Cochiti Dam, NM",2020
2/22/2020,577,"Rio Grande Below Cochiti Dam, NM",2020
2/23/2020,578,"Rio Grande Below Cochiti Dam, NM",2020
2/24/2020,645,"Rio Grande Below Cochiti Dam, NM",2020
2/25/2020,684,"Rio Grande Below Cochiti Dam, NM",2020
2/26/2020,684,"Rio Grande Below Cochiti Dam, NM",2020
2/27/2020,683,"Rio Grande Below Cochiti Dam, NM",2020
2/28/2020,682,"Rio Grande Below Cochiti Dam, NM",2020
2/29/2020,681,"Rio Grande Below Cochiti Dam, NM",2020
3/1/2020,680,"Rio Grande Below Cochiti Dam, NM",2020
3/2/2020,681,"Rio Grande Below Cochiti Dam, NM",2020
3/3/2020,684,"Rio Grande Below Cochiti Dam, NM",2020
3/4/2020,690,"Rio Grande Below Cochiti Dam, NM",2020
3/5/2020,690,"Rio Grande Below Cochiti Dam, NM",2020
3/6/2020,684,"Rio Grande Below Cochiti Dam, NM",2020
3/7/2020,677,"Rio Grande Below Cochiti Dam, NM",2020
3/8/2020,677,"Rio Grande Below Cochiti Dam, NM",2020
3/9/2020,691,"Rio Grande Below Cochiti Dam, NM",2020
3/10/2020,776,"Rio Grande Below Cochiti Dam, NM",2020
3/11/2020,776,"Rio Grande Below Cochiti Dam, NM",2020
3/12/2020,776,"Rio Grande Below Cochiti Dam, NM",2020
3/13/2020,778,"Rio Grande Below Cochiti Dam, NM",2020
3/14/2020,778,"Rio Grande Below Cochiti Dam, NM",2020
3/15/2020,777,"Rio Grande Below Cochiti Dam, NM",2020
3/16/2020,765,"Rio Grande Below Cochiti Dam, NM",2020
3/17/2020,762,"Rio Grande Below Cochiti Dam, NM",2020
3/18/2020,762,"Rio Grande Below Cochiti Dam, NM",2020
3/19/2020,763,"Rio Grande Below Cochiti Dam, NM",2020
3/20/2020,850,"Rio Grande Below Cochiti Dam, NM",2020
3/21/2020,890,"Rio Grande Below Cochiti Dam, NM",2020
3/22/2020,885,"Rio Grande Below Cochiti Dam, NM",2020
3/23/2020,905,"Rio Grande Below Cochiti Dam, NM",2020
3/24/2020,914,"Rio Grande Below Cochiti Dam, NM",2020
3/25/2020,912,"Rio Grande Below Cochiti Dam, NM",2020
3/26/2020,849,"Rio Grande Below Cochiti Dam, NM",2020
3/27/2020,783,"Rio Grande Below Cochiti Dam, NM",2020
3/28/2020,781,"Rio Grande Below Cochiti Dam, NM",2020
3/29/2020,780,"Rio Grande Below Cochiti Dam, NM",2020
3/30/2020,695,"Rio Grande Below Cochiti Dam, NM",2020
3/31/2020,644,"Rio Grande Below Cochiti Dam, NM",2020
4/1/2020,639,"Rio Grande Below Cochiti Dam, NM",2020
4/2/2020,632,"Rio Grande Below Cochiti Dam, NM",2020
4/3/2020,629,"Rio Grande Below Cochiti Dam, NM",2020
4/4/2020,628,"Rio Grande Below Cochiti Dam, NM",2020
4/5/2020,626,"Rio Grande Below Cochiti Dam, NM",2020
4/6/2020,624,"Rio Grande Below Cochiti Dam, NM",2020
4/7/2020,623,"Rio Grande Below Cochiti Dam, NM",2020
4/8/2020,623,"Rio Grande Below Cochiti Dam, NM",2020
4/9/2020,621,"Rio Grande Below Cochiti Dam, NM",2020
4/10/2020,620,"Rio Grande Below Cochiti Dam, NM",2020
4/11/2020,615,"Rio Grande Below Cochiti Dam, NM",2020
4/12/2020,614,"Rio Grande Below Cochiti Dam, NM",2020
4/13/2020,620,"Rio Grande Below Cochiti Dam, NM",2020
4/14/2020,620,"Rio Grande Below Cochiti Dam, NM",2020
4/15/2020,618,"Rio Grande Below Cochiti Dam, NM",2020
4/16/2020,616,"Rio Grande Below Cochiti Dam, NM",2020
4/17/2020,616,"Rio Grande Below Cochiti Dam, NM",2020
4/18/2020,613,"Rio Grande Below Cochiti Dam, NM",2020
4/19/2020,611,"Rio Grande Below Cochiti Dam, NM",2020
4/20/2020,610,"Rio Grande Below Cochiti Dam, NM",2020
4/21/2020,608,"Rio Grande Below Cochiti Dam, NM",2020
4/22/2020,609,"Rio Grande Below Cochiti Dam, NM",2020
4/23/2020,608,"Rio Grande Below Cochiti Dam, NM",2020
4/24/2020,610,"Rio Grande Below Cochiti Dam, NM",2020
4/25/2020,656,"Rio Grande Below Cochiti Dam, NM",2020
4/26/2020,686,"Rio Grande Below Cochiti Dam, NM",2020
4/27/2020,681,"Rio Grande Below Cochiti Dam, NM",2020
4/28/2020,669,"Rio Grande Below Cochiti Dam, NM",2020
4/29/2020,692,"Rio Grande Below Cochiti Dam, NM",2020
4/30/2020,743,"Rio Grande Below Cochiti Dam, NM",2020
5/1/2020,866,"Rio Grande Below Cochiti Dam, NM",2020
5/2/2020,929,"Rio Grande Below Cochiti Dam, NM",2020
5/3/2020,850,"Rio Grande Below Cochiti Dam, NM",2020
5/4/2020,809,"Rio Grande Below Cochiti Dam, NM",2020
5/5/2020,811,"Rio Grande Below Cochiti Dam, NM",2020
5/6/2020,811,"Rio Grande Below Cochiti Dam, NM",2020
5/7/2020,810,"Rio Grande Below Cochiti Dam, NM",2020
5/8/2020,791,"Rio Grande Below Cochiti Dam, NM",2020
5/9/2020,780,"Rio Grande Below Cochiti Dam, NM",2020
5/10/2020,778,"Rio Grande Below Cochiti Dam, NM",2020
5/11/2020,780,"Rio Grande Below Cochiti Dam, NM",2020
5/12/2020,780,"Rio Grande Below Cochiti Dam, NM",2020
5/13/2020,783,"Rio Grande Below Cochiti Dam, NM",2020
5/14/2020,810,"Rio Grande Below Cochiti Dam, NM",2020
5/15/2020,843,"Rio Grande Below Cochiti Dam, NM",2020
5/16/2020,843,"Rio Grande Below Cochiti Dam, NM",2020
5/17/2020,842,"Rio Grande Below Cochiti Dam, NM",2020
5/18/2020,841,"Rio Grande Below Cochiti Dam, NM",2020
5/19/2020,841,"Rio Grande Below Cochiti Dam, NM",2020
5/20/2020,839,"Rio Grande Below Cochiti Dam, NM",2020
5/21/2020,840,"Rio Grande Below Cochiti Dam, NM",2020
5/22/2020,841,"Rio Grande Below Cochiti Dam, NM",2020
5/23/2020,842,"Rio Grande Below Cochiti Dam, NM",2020
5/24/2020,983,"Rio Grande Below Cochiti Dam, NM",2020
5/25/2020,993,"Rio Grande Below Cochiti Dam, NM",2020
5/26/2020,914,"Rio Grande Below Cochiti Dam, NM",2020
5/27/2020,889,"Rio Grande Below Cochiti Dam, NM",2020
5/28/2020,889,"Rio Grande Below Cochiti Dam, NM",2020
5/29/2020,889,"Rio Grande Below Cochiti Dam, NM",2020
5/30/2020,890,"Rio Grande Below Cochiti Dam, NM",2020
5/31/2020,890,"Rio Grande Below Cochiti Dam, NM",2020
6/1/2020,891,"Rio Grande Below Cochiti Dam, NM",2020
6/2/2020,891,"Rio Grande Below Cochiti Dam, NM",2020
6/3/2020,889,"Rio Grande Below Cochiti Dam, NM",2020
6/4/2020,890,"Rio Grande Below Cochiti Dam, NM",2020
6/5/2020,888,"Rio Grande Below Cochiti Dam, NM",2020
6/6/2020,892,"Rio Grande Below Cochiti Dam, NM",2020
6/7/2020,892,"Rio Grande Below Cochiti Dam, NM",2020
6/8/2020,889,"Rio Grande Below Cochiti Dam, NM",2020
6/9/2020,890,"Rio Grande Below Cochiti Dam, NM",2020
6/10/2020,889,"Rio Grande Below Cochiti Dam, NM",2020
6/11/2020,887,"Rio Grande Below Cochiti Dam, NM",2020
6/12/2020,888,"Rio Grande Below Cochiti Dam, NM",2020
6/13/2020,887,"Rio Grande Below Cochiti Dam, NM",2020
6/14/2020,887,"Rio Grande Below Cochiti Dam, NM",2020
6/15/2020,886,"Rio Grande Below Cochiti Dam, NM",2020
6/16/2020,886,"Rio Grande Below Cochiti Dam, NM",2020
6/17/2020,886,"Rio Grande Below Cochiti Dam, NM",2020
6/18/2020,887,"Rio Grande Below Cochiti Dam, NM",2020
6/19/2020,885,"Rio Grande Below Cochiti Dam, NM",2020
6/20/2020,883,"Rio Grande Below Cochiti Dam, NM",2020
6/21/2020,882,"Rio Grande Below Cochiti Dam, NM",2020
6/22/2020,884,"Rio Grande Below Cochiti Dam, NM",2020
6/23/2020,887,"Rio Grande Below Cochiti Dam, NM",2020
6/24/2020,889,"Rio Grande Below Cochiti Dam, NM",2020
6/25/2020,871,"Rio Grande Below Cochiti Dam, NM",2020
6/26/2020,886,"Rio Grande Below Cochiti Dam, NM",2020
6/27/2020,887,"Rio Grande Below Cochiti Dam, NM",2020
6/28/2020,887,"Rio Grande Below Cochiti Dam, NM",2020
6/29/2020,853,"Rio Grande Below Cochiti Dam, NM",2020
6/30/2020,837,"Rio Grande Below Cochiti Dam, NM",2020
7/1/2020,772,"Rio Grande Below Cochiti Dam, NM",2020
7/2/2020,713,"Rio Grande Below Cochiti Dam, NM",2020
7/3/2020,691,"Rio Grande Below Cochiti Dam, NM",2020
7/4/2020,693,"Rio Grande Below Cochiti Dam, NM",2020
7/5/2020,694,"Rio Grande Below Cochiti Dam, NM",2020
7/6/2020,694,"Rio Grande Below Cochiti Dam, NM",2020
7/7/2020,694,"Rio Grande Below Cochiti Dam, NM",2020
7/8/2020,690,"Rio Grande Below Cochiti Dam, NM",2020
7/9/2020,693,"Rio Grande Below Cochiti Dam, NM",2020
7/10/2020,693,"Rio Grande Below Cochiti Dam, NM",2020
7/11/2020,763,"Rio Grande Below Cochiti Dam, NM",2020
7/12/2020,798,"Rio Grande Below Cochiti Dam, NM",2020
7/13/2020,800,"Rio Grande Below Cochiti Dam, NM",2020
7/14/2020,805,"Rio Grande Below Cochiti Dam, NM",2020
7/15/2020,803,"Rio Grande Below Cochiti Dam, NM",2020
7/16/2020,805,"Rio Grande Below Cochiti Dam, NM",2020
7/17/2020,718,"Rio Grande Below Cochiti Dam, NM",2020
7/18/2020,668,"Rio Grande Below Cochiti Dam, NM",2020
7/19/2020,669,"Rio Grande Below Cochiti Dam, NM",2020
7/20/2020,670,"Rio Grande Below Cochiti Dam, NM",2020
7/21/2020,667,"Rio Grande Below Cochiti Dam, NM",2020
7/22/2020,667,"Rio Grande Below Cochiti Dam, NM",2020
7/23/2020,669,"Rio Grande Below Cochiti Dam, NM",2020
7/24/2020,603,"Rio Grande Below Cochiti Dam, NM",2020
7/25/2020,499,"Rio Grande Below Cochiti Dam, NM",2020
7/26/2020,443,"Rio Grande Below Cochiti Dam, NM",2020
7/27/2020,425,"Rio Grande Below Cochiti Dam, NM",2020
7/28/2020,426,"Rio Grande Below Cochiti Dam, NM",2020
7/29/2020,400,"Rio Grande Below Cochiti Dam, NM",2020
7/30/2020,305,"Rio Grande Below Cochiti Dam, NM",2020
7/31/2020,304,"Rio Grande Below Cochiti Dam, NM",2020
8/1/2020,423,"Rio Grande Below Cochiti Dam, NM",2020
8/2/2020,450,"Rio Grande Below Cochiti Dam, NM",2020
8/3/2020,424,"Rio Grande Below Cochiti Dam, NM",2020
8/4/2020,411,"Rio Grande Below Cochiti Dam, NM",2020
8/5/2020,412,"Rio Grande Below Cochiti Dam, NM",2020
8/6/2020,412,"Rio Grande Below Cochiti Dam, NM",2020
8/7/2020,440,"Rio Grande Below Cochiti Dam, NM",2020
8/8/2020,455,"Rio Grande Below Cochiti Dam, NM",2020
8/9/2020,456,"Rio Grande Below Cochiti Dam, NM",2020
8/10/2020,471,"Rio Grande Below Cochiti Dam, NM",2020
8/11/2020,480,"Rio Grande Below Cochiti Dam, NM",2020
8/12/2020,479,"Rio Grande Below Cochiti Dam, NM",2020
8/13/2020,480,"Rio Grande Below Cochiti Dam, NM",2020
8/14/2020,479,"Rio Grande Below Cochiti Dam, NM",2020
8/15/2020,547,"Rio Grande Below Cochiti Dam, NM",2020
8/16/2020,600,"Rio Grande Below Cochiti Dam, NM",2020
8/17/2020,580,"Rio Grande Below Cochiti Dam, NM",2020
8/18/2020,571,"Rio Grande Below Cochiti Dam, NM",2020
8/19/2020,571,"Rio Grande Below Cochiti Dam, NM",2020
8/20/2020,571,"Rio Grande Below Cochiti Dam, NM",2020
8/21/2020,571,"Rio Grande Below Cochiti Dam, NM",2020
8/22/2020,601,"Rio Grande Below Cochiti Dam, NM",2020
8/23/2020,617,"Rio Grande Below Cochiti Dam, NM",2020
8/24/2020,637,"Rio Grande Below Cochiti Dam, NM",2020
8/25/2020,644,"Rio Grande Below Cochiti Dam, NM",2020
8/26/2020,642,"Rio Grande Below Cochiti Dam, NM",2020
8/27/2020,643,"Rio Grande Below Cochiti Dam, NM",2020
8/28/2020,643,"Rio Grande Below Cochiti Dam, NM",2020
8/29/2020,645,"Rio Grande Below Cochiti Dam, NM",2020
8/30/2020,643,"Rio Grande Below Cochiti Dam, NM",2020
8/31/2020,624,"Rio Grande Below Cochiti Dam, NM",2020
9/1/2020,590,"Rio Grande Below Cochiti Dam, NM",2020
9/2/2020,554,"Rio Grande Below Cochiti Dam, NM",2020
9/3/2020,537,"Rio Grande Below Cochiti Dam, NM",2020
9/4/2020,508,"Rio Grande Below Cochiti Dam, NM",2020
9/5/2020,489,"Rio Grande Below Cochiti Dam, NM",2020
9/6/2020,489,"Rio Grande Below Cochiti Dam, NM",2020
9/7/2020,488,"Rio Grande Below Cochiti Dam, NM",2020
9/8/2020,490,"Rio Grande Below Cochiti Dam, NM",2020
9/9/2020,494,"Rio Grande Below Cochiti Dam, NM",2020
9/10/2020,369,"Rio Grande Below Cochiti Dam, NM",2020
9/11/2020,315,"Rio Grande Below Cochiti Dam, NM",2020
9/12/2020,314,"Rio Grande Below Cochiti Dam, NM",2020
9/13/2020,313,"Rio Grande Below Cochiti Dam, NM",2020
9/14/2020,313,"Rio Grande Below Cochiti Dam, NM",2020
9/15/2020,313,"Rio Grande Below Cochiti Dam, NM",2020
9/16/2020,367,"Rio Grande Below Cochiti Dam, NM",2020
9/17/2020,435,"Rio Grande Below Cochiti Dam, NM",2020
9/18/2020,435,"Rio Grande Below Cochiti Dam, NM",2020
9/19/2020,435,"Rio Grande Below Cochiti Dam, NM",2020
9/20/2020,436,"Rio Grande Below Cochiti Dam, NM",2020
9/21/2020,436,"Rio Grande Below Cochiti Dam, NM",2020
9/22/2020,386,"Rio Grande Below Cochiti Dam, NM",2020
